,Unnamed: 0,movie_id,original_title,Release_year,revenue,tags
340,340,1408,Cutthroat Island,1995,10017322,"action adventur geenadavi matthewmodin franklangella lestudiocanal+ laurencemarkproduct metro-goldwyn-mayer(mgm) franc germani itali exoticisland treasur map morgan adam and her slave, william shaw, are on a quest to recov the three portion of a treasur map. unfortunately, the final portion is held by her murder uncle, dawg. her crew is skeptic of her leadership abilities, so she must complet her quest befor they mutini against her. thi is made yet more difficult by the effort of the british crown to end her pirat raids. rennyharlin"
341,341,32657,Percy Jackson & the Olympians: The Lightning Thief,2010,226497209,"adventur fantasi famili loganlerman brandont.jackson alexandradaddario ingeniousfilmpartn 1492pictur duneentertain canada unitedstatesofamerica monster greekmytholog god accid prone teenager, perci discov he' actual a demi-god, the son of poseidon, and he is need when zeus' lightn is stolen. perci must master hi new found skill in order to prevent a war between the god that could devast the entir world. chriscolumbu"
345,345,5175,Rush Hour 2,2001,347325802,"action comedi crime christuck jackiechan zhangziyi newlinecinema unitedstatesofamerica duringcreditssting it' vacat time for carter as he find himself alongsid lee in hong kong wish for more excitement. while carter want to parti and meet the ladies, lee is out to track down a triad gang lord who may be respons for kill two men at the american embassy. thing get complic as the pair stumbl onto a counterfeit plot. the boy are soon up to their neck in fist fight and life-threaten situations. a trip back to the u.s. may provid the answer about the bombing, the counterfeiting, and the true allegi of sexi custom agent isabella. brettratn"
346,346,2655,What Lies Beneath,2000,155464351,"drama horror mysteri harrisonford michellepfeiff dianascarwid dreamworksskg twentiethcenturyfoxfilmcorpor imagemov unitedstatesofamerica secret hauntedhous ouijaboard when clair spencer start hear ghostli voic and see spooki images, she wonder if an otherworldli spirit is tri to contact her. all the while, her husband tri to reassur her by tell her it' all in her head. but as clair investigates, she discov that the man she love might know more than he' let on. robertzemecki"
351,351,1422,The Departed,2006,289847354,"drama thriller crime leonardodicaprio mattdamon jacknicholson vertigoentertain mediaasiafilm warnerbros. hongkong unitedstatesofamerica undercov boston polic to take down south boston' irish mafia, the polic send in one of their own to infiltr the underworld, not realiz the syndic ha done likewise. while an undercov cop curri favor with the mob kingpin, a career crimin rise through the polic ranks. but both side soon discov there' a mole among them. martinscorses"
355,355,1572,Die Hard: With a Vengeance,1995,366101666,"action thriller brucewilli jeremyiron samuell.jackson twentiethcenturyfoxfilmcorpor cinergipicturesentertain unitedstatesofamerica bomb taxi riddl new york detect john mcclane is back and kick bad-guy butt in the third instal of thi action-pack series, which find him team with civilian zeu carver to prevent the loss of innoc lives. mcclane thought he'd seen it all, until a geniu name simon engag mcclane, hi new ""partner"" -- and hi belov citi -- in a deadli game that demand their concentration. johnmctiernan"
367,367,179,The Interpreter,2005,162944923,"crime thriller nicolekidman seanpenn catherinekeen universalpictur studiocan mirageenterpris franc germani unitedkingdom newyork dictat africa after silvia broome, an interpret at unit nation headquarters, overhear plan of an assassination, an american secret servic agent is sent to investigate. sydneypollack"
369,369,1996,Lara Croft Tomb Raider: The Cradle of Life,2003,156505388,"action adventur fantasi angelinajoli gerardbutl noahtaylor paramountpictur toho-towa mutualfilmcompani unitedstatesofamerica germani japan riddl treasur medallion lara croft ventur to an underwat templ in search of the mytholog pandora' box but, after secur it, it is promptli stolen by the villain leader of a chines crime syndicate. lara must recov the box befor the syndicate' evil mastermind use it to construct a weapon of catastroph capabilities. jandebont"
373,373,2067,Mission to Mars,2000,60874615,"sciencefict garysinis timrobbin doncheadl spyglassentertain thejacobsoncompani touchstonepictur unitedstatesofamerica mar spacecraft spacetravel when contact is lost with the crew of the first mar expedition, a rescu mission is launch to discov their fate. briandepalma"
377,377,4477,The Devil's Own,1997,140807547,"crime thriller drama harrisonford bradpitt margaretcolin columbiapictur unitedstatesofamerica newyork terrorist anonym franki mcguire, one of the ira' deadliest assassins, draw an american famili into the crossfir of terrorism. but when he is sent to the u.s. to buy weapons, franki is hous with the famili of tom o'meara, a new york cop who know noth about frankie' real identity. their surpris friendship, and tom' grow suspicions, forc franki to choos between the promis of peac or a lifetim of murder. alanj.pakula"
378,378,8665,K-19: The Widowmaker,2002,35168966,"drama histori thriller harrisonford liamneeson petersarsgaard paramountpictur intermediafilm nationalgeographicsocieti canada germani unitedkingdom submarin sovietunion coremelt when russia' first nuclear submarin malfunct on it maiden voyage, the crew must race to save the ship and prevent a nuclear disaster. kathrynbigelow"
386,386,2502,The Bourne Supremacy,2004,288500217,"action drama thriller mattdamon frankapotent briancox universalpictur thekennedy/marshallcompani hypnot germani unitedstatesofamerica berlin assassin basedonnovel when a cia oper to purchas classifi russian document is blown by a rival agent, who then show up in the sleepi seasid villag where bourn and mari have been living. the pair run for their live and bourne, who promis retali should anyon from hi former life attempt contact, is forc to onc again take up hi life as a train assassin to survive. paulgreengrass"
388,388,161,Ocean's Eleven,2001,450717150,"thriller crime georgeclooney bradpitt mattdamon villageroadshowpictur sectioneight npventertain unitedstatesofamerica prison pickpocket stripclub less than 24 hour into hi parole, charismat thief danni ocean is alreadi roll out hi next plan: in one night, danny' hand-pick crew of specialist will attempt to steal more than $150 million from three la vega casinos. but to score the cash, danni risk hi chanc of reconcil with ex-wife, tess. stevensoderbergh"
389,389,52451,The Three Musketeers,2011,132274484,adventur action thriller millajovovich orlandobloom loganlerman impactpictur studiobabelsberg nouvelleséditionsdefilms(nef) unitedstatesofamerica germani franc numberintitl historicalfict musket the hot-head young d'artagnan along with three former legendari but now down on their luck musket must unit and defeat a beauti doubl agent and her villain employ from seiz the french throne and engulf europ in war. paulw.s.anderson
391,391,4523,Enchanted,2007,340487652,"comedi famili fantasi amyadam patrickdempsey jamesmarsden waltdisneypictur josephsonentertain andalasiaproduct unitedstatesofamerica poison queen fairytal the beauti princess gisel is banish by an evil queen from her magical, music anim land and find herself in the gritti realiti of the street of modern-day manhattan. shock by thi strang new environ that doesn't oper on a ""happili ever after"" basis, gisel is now adrift in a chaotic world badli in need of enchantment. but when gisel begin to fall in love with a charmingli flaw divorc lawyer who ha come to her aid - even though she is alreadi promis to a perfect fairi tale princ back home - she ha to wonder: can a storybook view of romanc surviv in the real world? kevinlima"
395,395,1581,The Holiday,2006,194168700,"comedi romanc camerondiaz katewinslet judelaw columbiapictur universalpictur waverlyfilm unitedkingdom unitedstatesofamerica holiday londonengland filmmak two women, one (cameron diaz) from america and one (kate winslet) from britain, swap home at christmastim after bad breakup with their boyfriends. each woman find romanc with a local man (jude law, jack black) but realiz that the immin return home may end the relationship. nancymey"
398,398,298,Ocean's Thirteen,2007,311312624,"crime thriller georgeclooney bradpitt mattdamon villageroadshowpictur sectioneight jerryweintraubproduct unitedstatesofamerica casino thief reveng danni ocean' team of crimin are back and compos a plan more person than ever. when ruthless casino owner willi bank doublecross reuben tishkoff, caus a heart attack, danni ocean vow that he and hi team will do anyth to bring down willi bank along with everyth he' got. even if it mean ask for help from an enemy. stevensoderbergh"
399,399,7484,Open Season,2006,197309027,"adventur anim famili martinlawr ashtonkutch garysinis sonypicturesanim unitedstatesofamerica hunter mountain garag boog, a domest 900lb. grizzli bear find himself strand in the wood 3 day befor open season. forc to reli on elliot, a fast-talk mule deer, the two form an unlik friendship and must quickli ralli other forest anim if they are to form a rag-tag armi against the hunters. jillculton"
404,404,1904,Memoirs of a Geisha,2005,162242962,"drama histori romanc zhangziyi gongli youkikudoh dreamworksskg spyglassentertain columbiapicturescorpor unitedstatesofamerica japan prostitut sistersisterrelationship a sweep romant epic set in japan in the year befor world war ii, a penniless japanes child is torn from her famili to work as a maid in a geisha house. robmarshal"
423,423,310,Bruce Almighty,2003,484572835,"fantasi comedi jimcarrey jenniferaniston philipbakerhal universalpictur spyglassentertain shadyacresentertain unitedstatesofamerica christian moon respons bruce nolan toil as a ""human interest"" televis report in buffalo, n.y. despit hi high rate and the love of hi beauti girlfriend, grace, bruce remain unfulfilled. at the end of the worst day in hi life, he angrili ridicul god -- and the almighti responds, endow bruce with all of hi divin powers. tomshadyac"
